Text,Emotion
Yr abi tu aya hn.w8 tu kr na.,anger
Sch ab mere xehn ma aya k haris n mashood k do C abi e agye hein to dono DI hogye ?,surprise
Ram bhe upgrade krani paray gi. Aur mera system.bhe kisi kam ka nai rahay ga jab new server kru ga isi liye tou kah ra hu mere se kam paisaylo,fear
"Yr btao b, my tyar hun ya nahi? ,",disgust
acha Ali ya bta slaman bhye ki date fix ho gyi or yar eid ka cnfrm day to bta do ta k ma chutyn ka andaza lga lun,anticipation
chly thk ha mil kr bat krty ha.,optimism
Rija wgira ko ni lana.. Usk bnday ka issue :/ ,disgust
Main just fact bta rha hun,neutral
Yr ma na dheki ha bas normal ha,neutral
Yaar ghar jaa kar batata hoon.... AA kon kon raha hai??,anticipation
Phr kehti Allah hfz mne kaha Allah hfz,neutral
Or wo pic send kr dy mjy jis sftware p us n chck kiya tha plgrsm,trust
"Yar meri ankh khul jati , phr sojati and so on. .. .",neutral
Me 20 mints me pohanch raha hn,optimism
Inhi 2 ghanto ka tu maza h uni me.. hai naaa!!!,joy
"m0la kabo0l karyn.
yad rakhyn hamesha parnts ko khush rakhyn or khdmat kryn kho0b sb ml jaye ga",optimism
Yar hamare lye bi sheets le laina.,trust
"Gd bro g what,s up ? Kia plan hy I am wiating for you response ... ",trust
Yar mary bag mai check book hy .. Us py likha hua hy account numbr ... Maaz ko kh k mgwata hun ... W8. ,trust
Time anay pay sab ka pta chl hi jata ha maza to tb ha k time say phlay pta ho sb,anger
Sab ne naraz jo hojana thaa,pessimism
"Shayad settings mein koi backup ka chakkar chalana paray ga
Mainay kabhi iOS sahi tarha use hi nahin kiya
Kaisay bataon?",anticipation
Tempurature ha raat sy tabiyat theek nahi ha,sadness
tu facebook e na open kr....,neutral
Wo ma ne abid sahib ko keh dia tha wo aye he thay to ma ne kaha tha laga dain apki ,trust
Sir ney assignment may b sect ion ka mention kiya hua hai ,neutral
Soya hua tha . Abe utha hn mom.,neutral
Main fahad ka pas aya howa hn khana shayad us ka sath khao,anticipation
Txting par u cant tell how the other person actually convying,pessimism
ahaaaan......hmmmm on phr meri v krwa dy ma khudi kr ln ga sir sy bat yar,surprise
Yr bnda Atleast rat ko txt kr dta merey apney zehan me ni tha jana yr ab me papa se Fees ni li or papa chley gae hai ab kya kro?,fear
Talha se p0ch lo yr us k pas sajid ka num ho ga,anticipation
Koi nahe yar manage kar ln ga. Apko b kia tang karna hai bus nbp ma form jama karwane hain jo old campus k pass hai uska koi intzam karta hn,optimism
"When will you come to lahore?
How are you? & what's about eid ?",anticipation
Ok ma ata hu. 5 min ma.,optimism
Garmi to hy..mene darwaza khol dia hy n window b thra thek hojae ga,anticipation
"Yar q a10 le lo WO thk hai ya ni,",neutral
To me khud b p skta hn agr ye bt h to,neutral
"jan time wasting kaam hai kuch our kar le,",love
"k
teri 2 sy 5 classs h",neutral
ni 9 bje...nashta krny...bhuke lgi the or mood b bhr say nashty ka tha,neutral
"yar bs 7 min reh gay hain parhane me mere ,",neutral
Yar btaya nai tunai mam nai homework submission thursday likha tha quiz hai mam sai kah dai thursdy kr dai,trust
Hahah chal agr na bni tu Tuesday ko mil k bna lain gy,joy
"Tobahhh, """"JAHAN KI LUGHAT"""" :O
wese agr wakai kitaabi shakal mein mojud hoti to mein haya ko zrur mashvara deti k ek dfa to uske sr pe maar e de, shyd koi behtri hojaye :D",surprise
Yr abi khana axha tha poryan sath desi ghee ka halwa sath chany aur bryani but 25 lakh kadi v ni ,neutral
"Tm se dar gi ha
Us din us ny mjy aisy dekha tha js tarha band dekh leta hai lekin show off krta hai k ni dekha hai.
Ni jani aise bat ni hai ",fear
I was a lil busy... bht saray guest though kab say I was waitin for 18th :( sorry for being late,sadness
Hum beth gaye hn bus me..12.15 me hum wahan hongy,anticipation
tera diploma kitni dair ka h,neutral
Yr uska husbend to bht pyara ha b8 uski ek nend to toba ha,love
Yr thesis kb se start ho ga?,anticipation
To usi time lena tha na..apko b hr chez bad me yad ati,disgust
Sir my gher aa gia ho,neutral
Yar ma b tere liye he jata tha snooker khelne aj sy ma ny b farig krwa de snooker,neutral
Uski pechy wali street me murna hay,neutral
"See you in class break
After 5 PM :)",optimism
Ux na aj tak kbhe khud paisa dia b hain :-P ,joy
renala kis pr ja rahy ho,neutral
Yar 6 ya 7 bjy a jana abi ghr guest hain yeh bs abi chaly jaen gy,neutral
Or ai ki assignment kr li :p ?,anticipation
Yar wo tu banda 2 ko smestr guzar ly naa tu tjhy sara pta chal jay ga k tnsn h yaa nai atndnc kii.. ,sadness
banda puchy is time tjy or kuch ni yad aya,surprise
Hahaha aho sahi keh raye ooo,joy
Ya hum tumare ghr ajaein gy phr wahan se chlein gy..,optimism
Morning or evening dono he ha pai time table da bht panga wa subo 8:30 to ly k 4:30 tal v class hundi wa wich 3 hours rest hondi wa,disgust
Han chalo hojaye gy tumhary abhi time hai dnt worry,optimism
G hafiz sahib zror inshallha lahore lions qualify kre ga.,optimism
Haseeb yar sms wallay ki info nai upload wo ha teray pass kiya,trust
"OK key mery paas nai hai,,,",pessimism
Han g :-)or tmare trf sb ok?,joy
Yar dehk li mge koi prob. Nhi exchange karney may ,fear
"Ustad phela ppr kon sa ha??
Aur tiyari kha sy karni ha bta kch mjy",trust
Meri erp lab b merii oti wahan koi nae ata hy until n unless koi training n study lecture na o n uni main privacy kabi nae milti cz im a lecturer naa every1 knw me,disgust
Fcebuk pa ao na zara :-P ,joy
Gari le kr hmry gr aja.,neutral
Yr fn ne utha ry kamati ne lainy,disgust
Sir ap kay kamray maira ik letter reh gaya hai shayad... plz check it for me ... thank you…,trust
Kahan hy main uder hi hun,neutral
Woh jo car k lye jaga banai thi woh us ki roof urr gi ha :-p ,joy
Yr mjy same first year waly numbr deye hn 418 e,neutral
Hahaha k0i nhe agle sal tere bhe kisey h0ge,joy
Han bare sath hu tw zayada mazha nahi ata.,disgust
Wese kis k sath jane ka irada ha :-P,joy
Haan g kia report hai ab tak??,anticipation
Yar jo tumhein me ne projct dia ha wo kis sir ko present krna ha pp wala .ek dost mang raha ha is lea,trust
Yar haftay ko subah bjay se pehlay lhr pohanchna he.arfa karim tower jana he  ,optimism
"Shakoor sb M.A Jinnah Hall Boys Hostel esy b Warden khaty hy.
03147973885",neutral
Yarw mujhay 1 bat samjh nai a rahi tunay ya kuo kia,surprise
Hudi apni trf se likh k send kr alehda alehda ese alhaty jatay,neutral
"agr us ne aisa kaha tha to phr tight ho kr jai ....
q ke shahid ka kuch ni pta ",trust
Tm log Kb to ao gy ,neutral
Inshallha lahore lions paka qualify hu gye ha.,optimism
Mein ptv sports pa dekh raha hon tu kaha dekh raha ha,neutral
Is ka mje cnfrm ni pta.,neutral
Yar wo message wale kam ka kya kiya :p ,joy
Yr ye subject othana hi ni chahiye tha,disgust
Ok wahan phnch jaen 11 tk,neutral
sir ma ne 11 30 pe nikalna ha corvit liberty se...meri class ha 10 se 11 30...i can wait for you from 12 to 5 in uni,optimism
to ye shaina A rab kon hai,neutral
Us sy poche k tere pas paise han ya nahi show na krwaen k hum ja rahe han agar kh dy ga han to phr bta de,trust
Yeh os ka lec hai .. yaa .. networking ka lec ..,neutral
"Fyn in muzafraabad :-),dscusng abt u :-)",joy
Yar rizwan ruk jata aaj plan rkhaa tha. Tum gy nai ho narang ,disgust
O bhai me jail se abi bhr aya hn,neutral
Yar bande ki kuch majbori bi hoti ha me nai a sakta.,fear
Sory bhi jan naraz b na ho na sory,anger
Yahn se load ni milta yr kashif se kaho wo qais ko keh k krwa dy ga,trust
Hudi apni trf se likh k send kr alehda alehda ese alhaty jatay,neutral
Stand pe khari kr de... Thori der k liye ,neutral
"Yar abi class tu nahi hu rahi but agly lecture k kam dekhna hy.
Tun kahan hy",neutral
Ye 1:35 pe konsi evening hoti hy??,neutral
Or bc 1o bj jna h saly,neutral
Gas week ma 3 din khulni sirf 9 hr ka liye :(,sadness
han g 3 4 drmay hn nice hn ,neutral
"Irsa agar homework ha tmharey pas to send me coz Ramsha ki send ki vi PIC ms Kuch b clear nae ho raha mujhey,",trust
Par is na abhi tak Kahe addmission nahi lia,neutral
Gotryala se thora peeche ho chain phas k toot gya hai na aagy na peeche ab khra ho,disgust
Gotryala se thora peeche ho chain phas k toot gya hai na aagy na peeche ab khra ho,disgust
Yawr thory hath paon mar :( kuch kr aba jee se mashwara kar kisi aur ke pas ja kuch kr to sahi,sadness
hmmm mjy post wali bat ka gussa ha,anger
Study to alwa mahol thaik sadi class wich ty 4 girls hain bus,neutral
aj muje tum pe pyar a raha hai,love
Jani so gya tha. Abi ankh open hoi ha.,love
hahhahahahha :-D to dua e ulti krr lia krro :-P ,joy
Yr 4.00 bhjy khatam ho ge cls fir to khud daek le.,neutral
No actually ik frnd ki bday hai tu usay wish kar rahi thi or phr baatein shoro hogye,love
Hahahaha.. tm us bnday ne mjhay bola phr mein ne r rija ne tera keh dia :p,joy
Dekh raha tha match. Battery nai thi,neutral
Yar me inshallha next week ao ga.,optimism
bhai color black ya white ho ,trust
Nai point ye nai hy point abhi bi wohi hy.,neutral
Yr enviromental science kaisi degree ha,neutral
Yad nai ha ap ko bhi,neutral
K.Quid e azam k 400 bnay hain,neutral
soch lo time ka pta ni hota,neutral
Soban wasif abdullah rohail sufyan ko bhi phone kar k bolo lazmi ayennn ,trust
Room k bata dy1 ho ga ya 2,neutral
Shukar Allah ka . ap sunae?,neutral
Garm hta ha to me ne ap k marna ha?,surprise
"Usy kya pta tha ye kaam
Bara muskil hai",sadness
Yr head tail wali probability kya hai?,neutral
"Muje yaad hi nae roll no,..pls kuch kro,bt abhi call na krne dena meri mama ko,.warna meri to lag jaye gi",fear
Yar duva kr pollard out hu jaye. Ameen.,optimism
Ok .ma kal sbha hi bhej doon ga 2 admio ko,optimism
Kal bhai ka 1 kam kry ga...?,trust
Yar ghar wale tu feeses daty daty tak jaye gye.,pessimism
Yar plz pta krein k list lgi ya ni.,trust
Yr  to roz he puchta h khair to hai,fear
Yr sahi bta aur kaesa ha to.,anticipation
May b chalo jadun janna e nae tusi te mitti pao,neutral
Darwaza kHol mehram ma bhr khara hO kOi khOl he nai raha,disgust
O bhae mery mble p txt y phn krky bta to n aj ana h k ne...ana h to phnch ja r mjy bta phn p ali haider,anticipation
Good.. Sido ki b 10 oct ko hy na,anticipation
Sir i wan to borrow 2k frm you and i wil return you on getng salary. Agr easilyho skte hen to wrna koi gal nh laly :-) i knw mahenay dy akhri din :-),joy
"mein ny ab waqai nae karna yeh kaam ,",anger
Tu dara rha h yrrr Muhammad Bilal Ajmal,fear
Meray paiso se nahe le raha ,neutral
Han g jnab kia plan hy ?? Jana hy shose lyny. Mujy bta dyna akthy e chalain gy ,trust
nai mana tha tu wapis a jana tha......,sadness
to ye bta teri typing speeed kesi hy or zain ke kesi h?,neutral
Eik jaisa bahana ho jae ga,neutral
Naheen khatam hui formatting open with wordpad ker. N fuck MS word dont use it,anger
Mgr tuesdy kO a jai ye na hO k tu na aye,neutral
Ok. Ap ka prgm nhe bana ?,neutral
Wait ma uni wapis a raha ho puhanch kr btata ho,neutral
Yar abi tO tHokr py hai yaha sy 30 mint tak free hOna thn ana ha ab khud he dekh ly k kitna time lgta ha,neutral
Ok baba main khud e maan jati hn but ak shart pe,neutral
"Yara agar UET main tera electrical ya mechanical main ho rhaa hai to phr engineering karni tujhy mery khyaal sy wesy apny apny interest ki baat hoti hai dekh lay aagy,,,",neutral
Hahah jany do tb b mai ny maana kia tha ,joy
Upar sy ghar waly b mujy keh rhe k tmhe ab hosh aya ha itne dino sy mail ayi hui thi ab un ko kon samjhaye k hmari uni ki management kitni shandar ha,anger
Yar tmhe kya faida chaiye b0l0?,neutral
Enj na kita kr . . . . . . Dunia keri choti a,disgust
Hahaha karo post 😅 din bata do and timings ,joy
Haan yar per akhir kab takk :( bas 15 din bad jb lhr jaon ga to phir routine kharab ho jaye gi,sadness
I have scaners in my eyes :p ,joy
"My party, rave and repeat. Which was going to be held on 6th september.",anticipation
Ghr main abu husnain bhai n ali ko driving ati mjhy thora bht idea par i cant drive :/ ,disgust
ke a koi chkar nae hga swaery kaaaaaa ao aeeeeeeennnn,neutral
Me Ghar Se Nikal Chuka Hun.,neutral
Yar wrng no.se bchne ka simple method ye hta hai k tm reply hi na karo n call aaye to attend kr k side pe rkh do,neutral
Razia ne ma'am se marks pochy to ma'am ne kaha k uni ko btaon ge apko nahe,anger
Mara mbl bund tha abi khola ha,neutral
Okay.. chalo thek hai.. me ap k liye jazz ki sim le lon ga..,optimism
Kre ja na msg tu me choty mbl se hu,neutral
Yr subha 11 bhjy thk..aur umair aya ka nahi.,anticipation
Yeh jo msg apny send kya hai it cant b seen on my mob,neutral
i Know thr willl bE some AHOOOOO....,neutral
ab mere ghr waly na smjain bat ko tou me kia kru,disgust
Yar telha sy meri baat krwa day,trust
Oye hamza fone nahe utha raha!,disgust
Me ne b nhi dekhi :D,joy
Uni cycle aur differencial drive models ki equations jo tmne nikal di theen modeling of differencial drive robots se making the whole section of control pointless,neutral
G zarur ok tc gud nite,neutral
hahahhahah hun me ki kavan !! ,joy
Yes sir.We came to university today.We have made the strategy for the competition.We have tested a new mind controlled module too.We have to setup our project in FAST on Friday at 2:30pm.We will come to university early on friday to test everything again.Please try to arrange transport for us.,trust
"Hamza ko pta hai naw bs bht hai nd supply ka bhe btana zr0ri nhe tha ,mai pagal tw nhe jo 2din se kixi ka ph0ne nhe utha raha ..itx k",anger
wo gujrat tak jati h phr gujrt ja k gari change kro r myry pax bag hota. xo eik he br khajal hojo wohe btr h,neutral
Half hur tk lhr pohnch jaon ga ,anticipation
Han ofcourse kro ga hy :p agr tum us time busy hui then??,joy
aik aik mxg ap ko likh kr send krey ab dsso,neutral
We are in the cafe sir.,neutral
Nai abi to bhtttt baqi hain aj k liay kafi ha baqi kal aur monday tak time ha abi,optimism
Han v kaka kithay . . . . . ? ,neutral
Pic r reality mae bht farq hta h,neutral
Yar main calculus k notes bna raha hun,neutral
Students tng hain us sy mje b aksar kehty hn ma to students ko bra relax rakhta hun,disgust
us k num thk ni lagy mje,pessimism
i dnt thnk ab koi trip jayga. .,pessimism
Tm wo sugest kro jis se mera nuksan na ho. Jama krwa dun fee?,trust
Wo websit pe scholarship pe mention h,neutral
pirr to ho jana cahiaye tha refrance kis ka use kia? ?,anticipation
Gari par a jana Allah ka vasta ha,neutral
Peeche mur ke dekho gande balun wali,disgust
Main to khta hun k bna lo mood ab ,neutral
Sae he bai tu jan gia guru ko,joy
Zabardasti na mana kro baat mri,disgust
So ja tm kia h mujy nend ni a ri drd oi ja ri a ten0 nend di pai a,sadness
Sara saeem or Sara sameen ?,neutral
Yar bus hui hui ha. breathing issue ho raha ha ajkal kafi. bus dua karna khair khairiat say farigh ho Juan ab to ;),sadness
"Design Patterns by
Erich Gamma
Addism 
Wesly

Purple colr ki bk ha choti c ha ziada moti nahi.
|               | moti ho gi bs.",neutral
kam h yr ek zra wait,trust
Daby ki mangni may nahi ana ?,anticipation
Yar meny ki the bat us sy wo sharminda tha,sadness
bhai jan net lagwa doo ajj plzz,trust
Sarim 1000watt ka ups kitna ka hai?,neutral
Koe nai aza seen koe na.,neutral
Yr laptop ke btery khrb ho gae ha.,disgust
Pata hai mujahi par no tension,neutral
Management by stephen P. Robbins 11th edition,neutral
"Wah
isne kia ta but sae ni kia ta sara wese ka wesa prlgrism aa ra ta ",disgust
Yr pak study ka kya kam ha?,trust
"How r u,ali bhai nd fatima? kafi dino say tmhara koi ata pata nei?hajj ki tayari ho gai?",anticipation
"Oye, madam aa gai class mein?",anticipation
Dukan pe jatey hu ya nai.,neutral
Usy kahun ga cs dept p oficial kam ha hum dunu ko is lye aj hum ni asakty..,pessimism
Nhe yr brish bht ho rhe m nhe a rha,disgust
Yar AI ka sms backup and fb ka tareka bataye,trust
Yr mngmnt ke lec ke pics le le kise se WO mujhe snd kr dena fb pe,trust
Me 10 Mints Me Tumhari Taraf Hun Ga.,optimism
yr sae bolun to mjhe smjh nh ata k kya krna h aisi jaghun py. mra dimagh sunn ho jata h aisy m0qon py,disgust
Wrstlng john cena ws daniel brian,neutral
Mein b theek hn yar :),joy
ajeeb badmashi ha yar....nhi sorry yar ma nhi a sakta na smjho jnb,anger
Zohab o main road pe utar di ma pick kr lon ga usko,neutral
Suree :p bad may phas jaon hain :p,joy
Ni bhai yeah to mazaq ho raha hy,disgust
"Me to phr yab jao ga
Jani tm seedha keh do k me mlta he ni
Jani tm to mar he ge ho",love
Mje scnd tme club jana ha.,neutral
Yas jaldi reply krna.ufon ka sms pakege bnd ho gaya hy?eid ki waja sy?agar nai to cod send kro kasy activat ho ga.jaldi.warid ka bnd ho gaya hy,anticipation
Ok subha bta dai ya abi aja bhair mai ata hun,neutral
Tu batch advisor bhi man gai...kai parho koi masla ho to poocho mam sai,neutral
To ma ne ye kab kaha mje na sunaooo,surprise
Yr flow chart ka b samajna h tere se,neutral
Yar subha 10 bjy class hy mari .... 1 bjy tk aa jaon ga then milty hain ... ,optimism
Han mai b woi prhny ki koshsh kr rha ho.,neutral
W8 kr ja phr ma kam kr raha hu. Bahir nikalta hu pkra jao ga.,fear
"W a
We can meet on tuesday. Drop an email to both of us. I am free all day. Need to check madam's availability. Wslm",trust
Raaton raat pesa to alag baat. Wahan p guppe mar k ajatay hain. Ya to becho gari ko. Wo b nahi bechni.,disgust
me fb py time table snd kia tha  . .dykh lo,neutral
Hn tuesday ko hi lu ga,optimism
Yar plan bnaooo combine study ka Xams aa rh. Hain mil k krty hain ... ,trust
main zraa br aan. aa ryaa bss 20 mnt tk tu cafe baith k kch khaa ohni dair,neutral
Han sara din ghar hi raha or tm,neutral
Meri uni kaha service hsptl kaha,neutral
Hahaha itni bechani. . Itna payar clg sy,joy
koi bndaa yr mxging ni krta db wo kya krey,neutral
bhai a sy f ful ha section,neutral
"Nhi, ye sirf new campus k kamalaat hn -_-",disgust
"bus 8 tak ultimate hunting gino 1000 se
kuch nai chawal was gai he
masjid keep bahr
8:30 wali men
yaar wo keh raha tha discount ka",neutral
